iter	Passed	Remaining
693	9580	4230
694	9591	4215
695	9601	4199
696	9611	4184
697	9621	4168
698	9631	4153
699	9641	4137
700	9651	4122
701	9660	4106
702	9670	4091
703	9680	4076
704	9690	4060
705	9700	4045
706	9710	4029
707	9720	4014
708	9729	3999
709	9739	3983
710	9750	3968
711	9759	3953
712	9769	3938
713	9779	3922
714	9789	3907
715	9800	3892
716	9810	3877
717	9820	3862
718	9830	3847
719	9840	3832
720	9851	3817
721	9861	3802
722	9871	3787
723	9880	3771
724	9891	3756
725	9900	3741
726	9911	3726
727	9921	3711
728	9931	3697
729	9941	3682
730	9952	3667
731	9962	3652
732	9972	3637
733	9982	3622
734	9993	3607
735	10003	3593
736	10014	3578
737	10024	3563
738	10034	3548
739	10044	3533
740	10054	3519
741	10064	3504
742	10075	3489
743	10085	3474
744	10095	3460
745	10105	3445
746	10115	3430
747	10125	3415
748	10136	3401
749	10146	3386
750	10156	3372
751	10166	3357
752	10177	3342
753	10187	3328
754	10198	3313
755	10208	3299
756	10218	3284
757	10228	3270
758	10239	3255
759	10249	3240
760	10259	3226
761	10270	3211
762	10280	3197
763	10290	3182
764	10300	3168
765	10311	3154
766	10321	3139
767	10331	3125
768	10342	3110
769	10352	3096
770	10362	3081
771	10372	3067
772	10382	3052
773	10392	3038
774	10403	3024
775	10417	3011
776	10427	2996
777	10438	2982
778	10448	2967
779	10458	2953
780	10468	2939
781	10478	2924
782	10487	2910
783	10497	2895
784	10507	2881
785	10517	2867
786	10527	2852
787	10537	2838
788	10547	2824
789	10557	2809
790	10567	2795
791	10577	2781
792	10587	2767
793	10596	2752
794	10607	2738
795	10617	2724
796	10628	2710
797	10638	2696
798	10648	2682
799	10658	2667
800	10668	2653
801	10679	2639
802	10689	2625
803	10699	2611
804	10710	2597
805	10720	2583
806	10730	2569
807	10741	2555
808	10751	2541
809	10762	2527
810	10773	2513
811	10784	2500
812	10795	2486
813	10806	2472
814	10816	2458
815	10826	2444
816	10836	2430
817	10846	2416
818	10856	2402
819	10866	2388
820	10876	2374
821	10885	2360
822	10895	2346
823	10905	2332
824	10915	2318
825	10925	2304
826	10935	2290
827	10945	2276
828	10954	2262
829	10964	2248
830	10974	2234
831	10984	2220
832	10994	2206
833	11004	2192
834	11013	2178
835	11023	2165
836	11034	2151
837	11043	2137
838	11054	2123
839	11064	2110
840	11074	2096
841	11084	2082
842	11094	2068
843	11104	2054
844	11113	2041
845	11124	2027
846	11133	2013
847	11144	1999
848	11153	1986
849	11163	1972
850	11173	1958
851	11183	1944
852	11192	1931
853	11202	1917
854	11213	1903
855	11223	1890
856	11233	1876
857	11243	1862
858	11253	1849
859	11263	1835
860	11273	1822
861	11282	1808
862	11292	1794
863	11302	1781
864	11312	1767
865	11321	1753
866	11331	1740
867	11341	1726
868	11351	1713
869	11361	1699
870	11371	1686
871	11381	1672
872	11391	1659
873	11400	1645
874	11410	1631
875	11420	1618
876	11430	1605
877	11440	1591
878	11452	1578
879	11462	1564
880	11472	1551
881	11482	1538
882	11492	1524
883	11503	1511
884	11513	1497
885	11523	1484
886	11533	1470
887	11543	1457
888	11553	1444
889	11563	1430
890	11572	1417
891	11582	1403
892	11592	1390
893	11602	1377
894	11612	1363
895	11622	1350
896	11632	1337
897	11642	1323
898	11652	1310
899	11662	1297
900	11672	1283
901	11682	1270
902	11692	1257
903	11702	1244
904	11712	1230
905	11722	1217
906	11732	1204
907	11742	1191
908	11752	1177
909	11762	1164
910	11772	1151
911	11782	1138
912	11792	1124
913	11802	1111
914	11811	1098
915	11821	1085
916	11831	1072
917	11841	1058
918	11850	1045
919	11861	1032
920	11871	1019
921	11881	1006
922	11890	993
923	11900	979
924	11910	966
925	11920	953
926	11930	940
927	11940	927
928	11950	914
929	11959	901
930	11969	888
931	11980	875
932	11990	861
933	11999	848
934	12009	835
935	12019	822
936	12028	809
937	12038	796
938	12048	783
939	12058	770
940	12068	757
941	12078	744
942	12088	731
943	12097	718
944	12108	705
945	12118	692
946	12127	679
947	12138	666
948	12148	653
949	12158	640
950	12168	627
951	12177	614
952	12187	601
953	12197	588
954	12207	575
955	12217	562
956	12227	549
957	12237	537
958	12247	524
959	12257	511
960	12267	498
961	12277	485
962	12287	472
963	12297	459
964	12307	446
965	12317	433
966	12327	421
967	12337	408
968	12347	395
969	12357	382
970	12366	369
971	12376	356
972	12386	344
973	12395	331
974	12405	318
975	12415	305
976	12425	292
977	12434	280
978	12444	267
979	12454	254
980	12464	241
981	12474	228
982	12484	216
983	12494	203
984	12504	190
985	12514	177
986	12523	165
987	12533	152
988	12543	139
989	12553	126
990	12563	114
991	12572	101
992	12582	88
993	12592	76
994	12602	63
995	12612	50
996	12622	38
997	12632	25
998	12642	12
999	12652	0
