iter	RMSE
132	20.76725389
133	20.75613181
134	20.73798579
135	20.73034122
136	20.72214003
137	20.69982981
138	20.69069174
139	20.66419326
140	20.63292429
141	20.59833174
142	20.55017306
143	20.52957991
144	20.52370021
145	20.51366211
146	20.48411372
147	20.47537772
148	20.46499331
149	20.42554458
150	20.39088398
151	20.38289368
152	20.34896627
153	20.3371999
154	20.33097643
155	20.30449802
156	20.26610401
157	20.2420174
158	20.21256601
159	20.19975274
160	20.19123497
161	20.1779572
162	20.1600327
163	20.15139568
164	20.14319596
165	20.12592046
166	20.11355691
167	20.09948129
168	20.09111221
169	20.07014612
170	20.0529825
171	20.04710972
172	20.03794537
173	20.02017133
174	20.00898555
175	19.9818678
176	19.97534793
177	19.9584793
178	19.94099502
179	19.92983346
180	19.9194063
181	19.91320719
182	19.90083393
183	19.88367871
184	19.87733197
185	19.87329015
186	19.86346244
187	19.8543276
188	19.83004713
189	19.81813016
190	19.8086399
191	19.80411855
192	19.79211621
193	19.78246298
194	19.76522263
195	19.74789733
196	19.74381442
197	19.73948317
198	19.71428248
199	19.67917008
200	19.67127636
201	19.66378849
202	19.65982795
203	19.63679741
204	19.63195827
205	19.62167015
206	19.61364435
207	19.60600957
208	19.57465205
209	19.57105069
210	19.56830139
211	19.56099196
212	19.55400763
213	19.51035167
214	19.50708305
215	19.49610101
216	19.49172271
217	19.48807277
218	19.48076159
219	19.46030502
220	19.44942618
221	19.44041109
222	19.43114717
223	19.42824338
224	19.4254992
225	19.40615044
226	19.39276226
227	19.37225614
228	19.35191129
229	19.33762147
230	19.33231936
231	19.32355031
232	19.3213026
233	19.30500475
234	19.29419326
235	19.28734011
236	19.28522698
237	19.26828809
238	19.26577348
239	19.25820587
240	19.25610264
241	19.25415878
242	19.2490557
243	19.24589365
244	19.20974828
245	19.20816721
246	19.2055516
247	19.19861116
248	19.18580896
249	19.18426159
250	19.17944659
251	19.17056629
252	19.16884797
253	19.14956084
254	19.14746511
255	19.14547072
256	19.14395583
257	19.09932428
258	19.07548929
259	19.07405003
260	19.07175214
261	19.07039631
262	19.06866834
263	19.06738784
264	19.06620044
265	19.0580459
266	19.05691902
267	19.05530511
268	19.04753729
269	19.04599759
270	19.04494374
271	19.04394845
272	19.03560214
273	19.0346751
274	19.01961426
275	19.01231866
276	19.00343416
277	18.99641608
278	18.98958948
279	18.9886817
280	18.98802928
281	18.96378348
282	18.95634861
283	18.95559502
284	18.95319284
285	18.94518292
286	18.94447261
287	18.93791443
288	18.93735408
289	18.92320033
290	18.9208727
291	18.91965263
292	18.91480201
293	18.90914519
294	18.90797197
295	18.89120189
296	18.88931835
297	18.88862501
298	18.88684545
299	18.88019795
300	18.87963906
301	18.87077225
302	18.86502905
303	18.85839996
304	18.85319294
305	18.85257149
306	18.84741954
307	18.8299115
308	18.82865684
309	18.81785427
310	18.81154421
311	18.79089701
312	18.77521225
313	18.7746285
314	18.77421609
315	18.7546345
316	18.73139911
317	18.72646511
318	18.71419691
319	18.70929174
320	18.70193798
321	18.68772542
322	18.6725776
323	18.67147053
324	18.65280114
325	18.62812354
326	18.62159963
327	18.60312799
328	18.60103781
329	18.59731827
330	18.58001519
331	18.57745911
332	18.57382339
333	18.57274727
334	18.56453312
335	18.55820744
336	18.55298798
337	18.5388244
338	18.53787965
339	18.53684678
340	18.52306488
341	18.51642422
342	18.51185767
343	18.50631574
344	18.4953554
345	18.49397874
346	18.49298561
347	18.49255134
348	18.48772307
349	18.47469856
350	18.47071051
351	18.46536101
352	18.45928163
353	18.44644008
354	18.44548343
355	18.44452739
356	18.43389499
357	18.4329898
358	18.43211451
359	18.42492117
360	18.41502386
361	18.4141888
362	18.40954733
363	18.38884109
364	18.3838589
365	18.36826313
366	18.36565666
367	18.36409836
368	18.36321783
369	18.35706081
370	18.34274267
371	18.33778003
372	18.33339816
373	18.3293905
374	18.31685307
375	18.31427993
376	18.31283721
377	18.31220332
378	18.28984063
379	18.27691812
380	18.25833248
381	18.25788014
382	18.25686693
383	18.22939816
384	18.21799383
385	18.21396342
386	18.2127362
387	18.197286
388	18.18384221
389	18.16100486
390	18.14696796
391	18.14421789
392	18.13602278
393	18.13284075
394	18.12975019
395	18.12865301
396	18.12437755
397	18.1082063
398	18.1042403
399	18.09246713
400	18.08844193
401	18.08739136
402	18.07127801
403	18.06969631
404	18.05435177
405	18.04199914
406	18.03801326
407	18.01902864
408	18.01755162
409	18.00100699
410	17.99672722
411	17.9871609
412	17.98597493
413	17.96869176
414	17.95549132
415	17.95025444
416	17.94904396
417	17.94815378
418	17.93366312
419	17.90864745
420	17.90759973
421	17.90668402
422	17.89746396
423	17.89442131
424	17.8931668
425	17.89238789
426	17.88992614
427	17.88434453
428	17.88112442
429	17.87879138
430	17.87551185
431	17.87297994
432	17.86431166
433	17.8538696
434	17.85292962
435	17.84733643
436	17.84653265
437	17.83312803
438	17.82561081
439	17.82342407
440	17.81396482
441	17.80646312
442	17.80166724
443	17.80076092
444	17.79565119
445	17.79336091
446	17.78720707
447	17.77266084
448	17.76564239
449	17.75574808
450	17.75174999
451	17.75100951
452	17.74471177
453	17.74204009
454	17.72810482
455	17.7148586
456	17.70265831
457	17.69697829
458	17.69463521
459	17.69439166
460	17.6909592
461	17.68917452
462	17.67898211
463	17.67872612
464	17.65739471
465	17.64456484
466	17.63865786
467	17.63833391
468	17.63686244
469	17.63452499
470	17.63423364
471	17.63249292
472	17.62250069
473	17.62078946
474	17.60968903
475	17.60699276
476	17.60674595
477	17.60316752
478	17.59200547
479	17.59134629
480	17.58660438
481	17.5852105
482	17.58357552
483	17.57961135
484	17.57839037
485	17.57670695
486	17.57251989
487	17.57134078
488	17.57032077
489	17.56974823
490	17.56580212
491	17.56428016
492	17.55985155
493	17.55807611
494	17.55706354
495	17.55652544
496	17.54442578
497	17.53762059
498	17.53630496
499	17.53477975
500	17.52065223
501	17.51922227
502	17.51564994
503	17.50810955
504	17.50735739
505	17.50681364
506	17.50181357
507	17.50125045
508	17.49799964
509	17.49711532
510	17.4961397
511	17.49586594
512	17.47558009
513	17.47510474
514	17.47331862
515	17.47279992
516	17.45819251
517	17.44733676
518	17.44581341
519	17.44541087
520	17.44397818
521	17.443791
522	17.44260044
523	17.43900966
524	17.4376804
525	17.42692278
526	17.41983601
527	17.41072563
528	17.40723379
529	17.40641934
530	17.40555588
531	17.40535381
532	17.39465073
533	17.38722908
534	17.38700677
535	17.38336791
536	17.37706542
537	17.37266027
538	17.37248821
539	17.37111654
540	17.35290349
541	17.33178749
542	17.33162611
543	17.33144187
544	17.33082335
545	17.32574408
546	17.32487522
547	17.32216442
548	17.31717758
549	17.31637345
550	17.3161641
551	17.31551521
552	17.3137161
553	17.31351572
554	17.31301096
555	17.31281543
556	17.31217336
557	17.3114848
558	17.30243323
559	17.29803544
560	17.2973373
561	17.29425014
562	17.29405996
563	17.29387462
564	17.29246201
565	17.29226416
566	17.28628749
567	17.28569651
568	17.28432698
569	17.28161538
570	17.28110344
571	17.28037266
572	17.28019829
573	17.27953833
574	17.27359826
575	17.27291233
576	17.26983193
577	17.2695386
578	17.26707704
579	17.26378978
580	17.26312154
581	17.26208541
582	17.25648159
583	17.25639324
584	17.25544158
585	17.25527114
586	17.25492329
587	17.25428602
588	17.25356732
589	17.25324727
590	17.25264334
591	17.25248748
592	17.25173322
593	17.25126562
594	17.25059063
595	17.24200629
596	17.22737181
597	17.21925901
598	17.21594449
599	17.21566279
600	17.21269141
601	17.20665221
602	17.20617013
603	17.20602013
604	17.2057278
605	17.20518289
606	17.20491358
607	17.19752033
608	17.19714829
609	17.19667152
610	17.19621568
611	17.19574936
612	17.19550992
613	17.19527954
614	17.19465542
615	17.19046399
616	17.19005199
617	17.1900038
618	17.18961064
619	17.18948494
620	17.18653347
621	17.18641124
622	17.18613953
623	17.18381272
624	17.18350814
625	17.183031
626	17.18269007
627	17.18249586
628	17.18185799
629	17.18167075
630	17.18135705
631	17.18126133
632	17.18085889
633	17.1806353
634	17.18054656
635	17.18033765
636	17.18013432
637	17.17971857
638	17.17945584
639	17.1791966
640	17.17911764
641	17.17904357
642	17.1789702
643	17.17890172
644	17.17883394
645	17.17865505
646	17.17849782
647	17.17843703
648	17.1782805
649	17.1782232
650	17.17813235
651	17.17791921
652	17.17777106
653	17.17757399
654	17.17728118
655	17.17723366
656	17.1733057
657	17.17319176
658	17.17314633
659	17.17308411
660	17.17297087
661	17.17285274
662	17.17280241
663	17.17276187
664	17.17262206
665	17.17258501
666	17.17250113
667	17.17205164
668	17.16911675
669	17.16909018
670	17.16899789
671	17.16884617
672	17.16739669
673	17.16737432
674	17.16728901
675	17.16726733
676	17.16154371
677	17.16146397
678	17.15901839
679	17.15892954
680	17.15889876
681	17.15879592
682	17.15876933
683	17.15668161
684	17.15665292
685	17.15658155
686	17.15656406
687	17.15649479
688	17.1564794
689	17.15645561
690	17.15631637
691	17.15630098
692	17.15627159
693	17.15621142
694	17.15619742
695	17.15616943
696	17.15507086
697	17.15505267
698	17.15504008
699	17.15502818
700	17.15501558
701	17.1549603
702	17.15494981
703	17.15493861
704	17.15422835
705	17.15417516
706	17.15412478
707	17.1540394
708	17.15399042
709	17.15397782
710	17.14912268
711	17.14553975
712	17.14368359
713	17.14366188
714	17.14248968
715	17.12802388
716	17.12683729
717	17.11951832
718	17.11932268
719	17.11895314
720	17.11892088
721	17.11888582
722	17.11392182
723	17.11337399
724	17.11314532
725	17.1069973
726	17.10682117
727	17.10678327
728	17.10619943
729	17.09793085
730	17.09789645
731	17.08559987
732	17.08558161
733	17.0855254
734	17.08551135
735	17.0853378
736	17.0853104
737	17.0852816
738	17.08527316
739	17.08526192
740	17.07851275
741	17.07836444
742	17.07833914
743	17.06943821
744	17.06640619
745	17.0662627
746	17.06594899
747	17.06412497
748	17.06371132
749	17.05848285
750	17.05847089
751	17.05660947
752	17.05118874
753	17.05045444
754	17.05043825
755	17.03428128
756	17.03261315
757	17.03234392
758	17.03232207
759	17.03057199
760	17.03055648
761	17.00875942
762	17.00819762
763	17.00615917
764	17.00611682
765	16.99684118
766	16.99681717
767	16.99647039
768	16.99292239
769	16.99290755
770	16.98851514
771	16.98626727
772	16.97836945
773	16.97380637
774	16.97359916
775	16.97268398
776	16.96261445
777	16.96256138
778	16.9560239
779	16.95557433
780	16.95073672
781	16.92723353
782	16.9222807
783	16.91372916
784	16.91090703
785	16.90548432
786	16.90533804
787	16.90531816
788	16.90317427
789	16.9013128
790	16.90128297
791	16.89943833
792	16.89929343
793	16.89778389
794	16.8942315
795	16.89358276
796	16.89356428
797	16.89153688
798	16.88546813
799	16.8854532
800	16.88514963
801	16.88501598
802	16.88489654
803	16.87214022
804	16.86916667
805	16.86798109
806	16.86625808
807	16.86011687
808	16.86005564
809	16.84388281
810	16.841446
811	16.84113451
812	16.83740548
813	16.82179748
814	16.82075415
815	16.8159784
816	16.80683996
817	16.80509282
818	16.80213813
819	16.79773585
820	16.79762866
821	16.79190057
822	16.7912829
823	16.77014048
824	16.76131007
825	16.75844437
826	16.7581428
827	16.75783836
828	16.75728319
829	16.75132919
830	16.75056885
831	16.74949743
832	16.74409628
833	16.74402316
834	16.74080887
835	16.73683658
836	16.73579298
837	16.73383541
838	16.73380887
839	16.73238914
840	16.72183824
841	16.72036294
842	16.72035073
843	16.72011668
844	16.71907203
845	16.70266567
846	16.70231998
847	16.69175007
848	16.69096903
849	16.68304655
850	16.68281485
851	16.67689401
852	16.67669678
853	16.67115108
854	16.65215733
855	16.64276015
856	16.64003779
857	16.63467688
858	16.63428935
859	16.63393646
860	16.63013065
861	16.62894247
862	16.62716725
863	16.62318803
864	16.61965929
865	16.61939277
866	16.61150624
867	16.60002956
868	16.59535088
869	16.59525033
870	16.59493929
871	16.59339917
872	16.58930837
873	16.58385795
874	16.58051488
875	16.57565905
876	16.57300896
877	16.57299158
878	16.57298071
879	16.57267214
880	16.5705823
881	16.5705765
882	16.57035048
883	16.56685034
884	16.56363283
885	16.56332482
886	16.56323785
887	16.56321755
888	16.55148111
889	16.54939511
890	16.54911657
891	16.54880104
892	16.54871907
893	16.54870819
894	16.54864798
895	16.54862912
896	16.54713547
897	16.54685327
898	16.54070232
899	16.53778532
900	16.53692805
901	16.53690555
902	16.53685038
903	16.5366689
904	16.53664713
905	16.52942558
906	16.51340437
907	16.51337674
908	16.50196567
909	16.49795916
910	16.49722424
911	16.49674253
912	16.49465107
913	16.48357368
914	16.47216236
915	16.46918584
916	16.46789201
917	16.46599591
918	16.45984976
919	16.45878276
920	16.45546971
921	16.4526237
922	16.44657181
923	16.44080611
924	16.43749018
925	16.43747046
926	16.43383026
927	16.43190758
928	16.42759461
929	16.42738708
930	16.41986527
931	16.40989763
932	16.40671519
933	16.40271396
934	16.3961341
935	16.39588444
936	16.39034553
937	16.38669779
938	16.38352697
939	16.37204738
940	16.3671055
941	16.36452654
942	16.36257151
943	16.36245192
944	16.35863139
945	16.35838556
946	16.35825861
947	16.34444424
948	16.33851907
949	16.33649847
950	16.32795186
951	16.32602627
952	16.32516744
953	16.32022607
954	16.30579202
955	16.30432914
956	16.30421207
957	16.30094493
958	16.30085215
959	16.29963922
960	16.29948751
961	16.29931001
962	16.29696266
963	16.29367123
964	16.28054163
965	16.28007784
966	16.27551001
967	16.27410194
968	16.27392638
969	16.27380025
970	16.27018319
971	16.27007621
972	16.26893478
973	16.26822568
974	16.26501995
975	16.26416528
976	16.25422992
977	16.25401279
978	16.25034184
979	16.24067891
980	16.24007354
981	16.23816266
982	16.23552477
983	16.23208555
984	16.22900656
985	16.22660687
986	16.22648777
987	16.21751531
988	16.21379833
989	16.20031575
990	16.20005196
991	16.19440234
992	16.19409916
993	16.19400724
994	16.19062964
995	16.18755389
996	16.18071442
997	16.17572744
998	16.1757126
999	16.17218049
